hotel_name,website,room_types,prices,check_in,check_out,amenities,location,phone,email,description,status,error_reason,scraped_at
https://www.eminpasha.com,https://www.eminpasha.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-09-02 10:02:50
Speke Hotel - Since 1920 | With The Best Luxury Hotel Facilities,https://www.spekehotel.com,Tion Deluxe Single Room Deluxe Doub | 50 Ensuite Rooms And All The Modern | Luxe Double Room Deluxe Twin Room R | Luxe Single Room Deluxe Double Room | Luxe Twin Room Restaurant & Leisure | With Family Or Friends.When You Set | DELUXE SINGLE ROOM | DELUXE DOUBLE ROOM,Not publicly listed,Not found,Not found,Restaurant | Bar | Ac | Conference,Plot 7-9 Nile Avenue,+256 752 711 710,reception@spekehotel.com,"Speke Hotel is the fine wine of class, sophistication and hospitality.Over the years, Speke Hotel has defined the kind of which couches the...",SUCCESS,,2026-09-02 10:02:58
Fairwayhotel,https://www.fairwayhotel.co.ug,Not found,Not publicly listed,Not found,Not found,Not listed,Uganda,Not found,Not found,No description available,SUCCESS,,2026-09-02 10:03:01
https://www.golfcoursehotel.co.ug,https://www.golfcoursehotel.co.ug,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-09-02 10:03:07
"One moment, please...",https://www.imperialhotels.co.ug,Not found,Not publicly listed,Not found,Not found,Not listed,Uganda,Not found,Not found,No description available,SUCCESS,,2026-09-02 10:03:10
"One moment, please...",https://www.africanahotel.com,Not found,Not publicly listed,Not found,Not found,Not listed,Uganda,Not found,Not found,No description available,SUCCESS,,2026-09-02 10:03:14
https://www.kabira.co.ug,https://www.kabira.co.ug,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-09-02 10:03:21
https://www.humuraresorts.com,https://www.humuraresorts.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-09-02 10:03:27
https://www.cassialore.com,https://www.cassialore.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-09-02 10:03:33
https://www.laico-lakevictor.com,https://www.laico-lakevictor.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-09-02 10:03:39
PearlOfAfrica.com is for sale | HugeDomains,https://www.pearlofafrica.com,Not found,"$2,895 | $6,395 | $887 | $21,295 | $1,695",Not found,Not found,Ac | Security,Uganda,303-893-0552,Not found,Premium domains add authority to your site. Transparent pricing. 1 year WHOIS privacy included. 30-day money back guarantee.,SUCCESS,,2026-09-02 10:03:42
https://www.jinjanileresort.com,https://www.jinjanileresort.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-09-02 10:03:49
https://www.sourcenilehotel.com,https://www.sourcenilehotel.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-09-02 10:03:55
https://www.nkuringobwindi.com,https://www.nkuringobwindi.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-09-02 10:04:01
https://www.ihamba.com,https://www.ihamba.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-09-02 10:04:07
https://www.budongosafarilodge.com,https://www.budongosafarilodge.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-09-02 10:04:13
