hotel_name,website,room_types,prices,check_in,check_out,amenities,location,phone,email,description,status,error_reason,scraped_at
eminpasha,https://www.eminpasha.com,Not found,Not publicly listed,Not found,Not found,Not listed,Uganda,Not found,Not found,"Welcome to WordPress. This is your first post. Edit or delete it, then start writing!",SUCCESS,,2026-07-31 08:27:10
Speke Hotel - Since 1920 | With The Best Luxury Hotel Facilities,https://www.spekehotel.com,Tion Deluxe Single Room Deluxe Doub | 50 Ensuite Rooms And All The Modern | Luxe Double Room Deluxe Twin Room R | Luxe Single Room Deluxe Double Room | Luxe Twin Room Restaurant & Leisure | With Family Or Friends.When You Set | DELUXE SINGLE ROOM | DELUXE DOUBLE ROOM,Not publicly listed,Not found,Not found,Restaurant | Bar | Ac | Conference,Plot 7-9 Nile Avenue,+256 752 711 710,reception@spekehotel.com,"Speke Hotel is the fine wine of class, sophistication and hospitality.Over the years, Speke Hotel has defined the kind of which couches the...",SUCCESS,,2026-07-31 08:27:16
https://www.fairwayhotel.co.ug,https://www.fairwayhotel.co.ug,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: HTTP 403,FAILED,HTTP 403,2026-07-31 08:27:19
https://www.golfcoursehotel.co.ug,https://www.golfcoursehotel.co.ug,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-07-31 08:27:34
"Imperial Group Of Hotels - Kampala, Uganda",https://www.imperialhotels.co.ug,Your Family And Friends Will Be An | Rial Apartments Accommodation Locat,Not publicly listed,Not found,Not found,Pool | Swimming | Ac | Conference,Kampala,Not found,imperialhotels@hoteleq.com,"Imperial Shopping Center, Entebbe, Uganda.",SUCCESS,,2026-07-31 08:27:38
AFRICANA Hotel – AFRICANA Hotel,https://www.africanahotel.com,"Les. Standard Double Room Sleeps 2, | Ms & Suites Amenities Rooms Suites | Lity Executive Single Room Bedroom | Dard Double Room Sleeps 2, Queen Be | Dard Single Room Sleeps 2, Queen Be | 1:2 Twin Beds, Bedroom 2:2 Twin Be | Lity Family Suite Bedroom 1:2 Twin | ROOMS & SUITES",$180,Not found,Not found,Wi-Fi | Pool | Swimming | Gym | Fitness | Spa | Restaurant | Bar | Air Conditioning | Ac | Breakfast | Laundry | Meeting Room,11km Borg El Arab road king Mariout Alexandria,888-222-3456,Not found,"Africana Hotel & Spa is a 4 star hotel located in Alexandria King Mariout, Borg El Arab, 20 minutes away from Alexandria downtown, known for being the nearest Hotel to Borg El Arab area, and the nearest Hotel to Borg El Arab airport (HBE, HEBA),  Africana Hotel is known for its familiar atmosphere, ",SUCCESS,,2026-07-31 08:27:47
https://www.kabira.co.ug,https://www.kabira.co.ug,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-07-31 08:28:04
https://www.humuraresorts.com,https://www.humuraresorts.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-07-31 08:28:10
https://www.cassialore.com,https://www.cassialore.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-07-31 08:28:16
https://www.laico-lakevictor.com,https://www.laico-lakevictor.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-07-31 08:28:22
PearlOfAfrica.com is for sale | HugeDomains,https://www.pearlofafrica.com,Not found,"$887 | $21,295 | $2,895 | $6,395 | $1,695",Not found,Not found,Ac | Security,Uganda,303-893-0552,Not found,Premium domains add authority to your site. Transparent pricing. 1 year WHOIS privacy included. 30-day money back guarantee.,SUCCESS,,2026-07-31 08:28:26
https://www.jinjanileresort.com,https://www.jinjanileresort.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-07-31 08:28:32
https://www.sourcenilehotel.com,https://www.sourcenilehotel.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-07-31 08:28:38
https://www.nkuringobwindi.com,https://www.nkuringobwindi.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-07-31 08:28:44
https://www.ihamba.com,https://www.ihamba.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-07-31 08:28:50
https://www.budongosafarilodge.com,https://www.budongosafarilodge.com,Failed to fetch,Failed to fetch,N/A,N/A,Failed to fetch,N/A,N/A,N/A,Could not access website: Connection failed,FAILED,Connection failed,2026-07-31 08:28:56
